taxon,gi,ena,description
306025,743402292,HF564604.1,"Cotton leaf curl Multan betasatellite, complete genome, clone AS22
"
1248903,628026570,CP007133.1,"Escherichia coli O145:H28 str. RM12761, complete genome
"
1076550,691220640,PRJNA260768,"Pantoea rwandensis strain ND04, complete genome
"
708248,323574443,FQ790233.1,"Mycoplasma suis KI3806 complete genome
"
1280938,477548288,immnthu,"Pseudomonas aeruginosa B136-33, complete genome
"
1091501,380723578,RGCB,"Mycobacterium tuberculosis RGTB423, complete genome
"
1208611,605528405,PRJNA170546,"Salmonella enterica subsp. enterica serovar Abaetetuba str. ATCC 35640, complete genome
"
1454006,764062256,PRJNA236449,"Siansivirga zeaxanthinifaciens CC-SAMT-1, complete genome
"
1360,736044414,PRJNA267741,"Lactococcus lactis subsp. lactis strain S0, complete genome
"
767465,392051003,CP002058.1,"Mycoplasma bovis HB0801, complete genome
"
535289,221728669,CP001392.1,"Acidovorax ebreus TPSY, complete genome
"
1385724,589078008,PRJNA215043,"Campylobacter jejuni subsp. jejuni NCTC 11168-GSv, complete genome
"
384676,95101722,CT573326.1,"Pseudomonas entomophila str. L48 chromosome,complete sequence
"
946483,550800168,CP004885.1,"Candidatus Symbiobacter mobilis CR, complete genome
"
914149,356645562,CP003069.1,"Vibrio cholerae O1 str. 2010EL-1786 chromosome 1, complete sequence
"
1031564,744809069,CP007770.1,"Campylobacter insulaenigrae NCTC 12927, complete genome
"
56107,428256439,CP003642.1,"Cylindrospermum stagnale PCC 7417, complete genome
"
1313291,576090399,CP005680.1,"Borrelia hermsii MTW, complete genome
"
693746,348593238,AP012044.1,"Oscillibacter valericigenes Sjm18-20 DNA, complete genome
"
293826,149947715,CP000724.1,"Alkaliphilus metalliredigens QYMF, complete genome
"
709991,324310566,CP002544.1,"Odoribacter splanchnicus DSM 20712, complete genome
"
1311,491104285,FO393392.1,"Streptococcus agalactiae 2-22, complete genome
"
478801,256687298,CP001686.1,"Kytococcus sedentarius DSM 20547, complete genome
"
59920,154949252,CP000095.2,"Prochlorococcus marinus str. NATL2A, complete genome
"
672190,821177616,CP002007.2,"Streptococcus suis 05HAS68, complete genome
"
420889,343179174,AP009332.1,"Lactococcus garvieae ATCC 49156 DNA, complete genome
"
406984,269302384,CP001713.1,"Chlamydophila pneumoniae LPCoLN, complete genome
"
552536,217332573,CP001175.1,"Listeria monocytogenes HCC23, complete genome
"
439375,151559234,CP000758.1,"Ochrobactrum anthropi ATCC 49188 chromosome 1, complete sequence
"
936157,320085303,FR775207.1,"Salmonella enterica subsp. enterica serovar Weltevreden str. 2007-60-3289-1 complete genome, contig 20
"
1211025,400173048,FCLeungHKU,"Enterobacter cloacae subsp. cloacae ENHKU01, complete genome
"
1536771,686527924,PRJNA258348,"Paenibacillus sp. FSL R5-0912, complete genome
"
295319,56126533,CP000026.1,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome
"
316279,78167878,CP000097.1,"Synechococcus sp. CC9902, complete genome
"
491079,374677893,CP002375.1,"Treponema pallidum subsp. pertenue str. CDC2, complete genome
"
149539,682067343,CP009093.1,"Salmonella enterica subsp. enterica serovar Enteritidis strain OLF-SE11-10058, complete genome
"
565050,220962111,CP001340.1,"Caulobacter crescentus NA1000, complete genome
"
195103,110673209,CP000246.1,"Clostridium perfringens ATCC 13124, complete genome
"
378806,309390350,CP002271.1,"Stigmatella aurantiaca DW4/3-1, complete genome
"
1002672,327486070,CP002511.1,"Candidatus Pelagibacter sp. IMCC9063, complete genome
"
1447716,730564789,PRJNA234365,"Bifidobacterium kashiwanohense PV20-2, complete genome
"
1166016,385869619,CP003415.1,"Pectobacterium sp. SCC3193, complete genome
"
444178,148370077,CP000708.1,"Brucella ovis ATCC 25840 chromosome I, complete sequence
"
218495,222113012,AM946015.1,"Streptococcus uberis 0140J complete genome
"
28110,754261989,LANL,"Francisella philomiragia strain O#319-036 [FSC 153], complete genome
"
281309,49328240,AE017355.1,"Bacillus thuringiensis serovar konkukian str. 97-27, complete genome
"
575788,223587978,FM954973.2,"Vibrio splendidus LGP32 chromosome 2
"
871271,306482763,CP002161.1,"Candidatus Zinderia insecticola CARI, complete genome
"
1051650,631799295,CP006690.1,"Lactobacillus casei 12A, complete genome
"
611301,780490765,CP009022.1,"Xanthomonas citri subsp. citri strain FB19, complete genome
"
1403312,743586577,PRJNA219715,"Lactobacillus gasseri 130918, complete genome
"
487,730576903,PRJNA260444,"Neisseria meningitidis strain NM3683, complete genome
"
387662,116235183,AP009180.1,"Candidatus Carsonella ruddii PV DNA, complete genome
"
269482,134134073,CP000616.1,"Burkholderia vietnamiensis G4 chromosome 3, complete sequence
"
221988,52306107,AE016827.1,"Mannheimia succiniciproducens MBEL55E, complete genome
"
216816,716054273,AP014658.1,"Bifidobacterium longum DNA, complete genome, strain: 105-A
"
1286528,612501141,CP007481.1,"Neorickettsia helminthoeca str. Oregon, complete genome
"
1410383,686207191,AP014521.1,"Candidatus Tachikawaea gelatinosa DNA, complete genome
"
1333852,660567586,NISC,"Klebsiella oxytoca KONIH1, complete genome
"
1244118,602808998,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110360, complete genome
"
345073,227011820,CP001235.1,"Vibrio cholerae O395 chromosome I, complete sequence
"
243160,52426793,CP000010.1,"Burkholderia mallei ATCC 23344 chromosome 1, complete sequence
"
1173427,523811606,PRJNA159279,"Salmonella enterica subsp. enterica serovar Bareilly str. CFSAN000189, complete genome
"
377628,108773814,CP000305.1,"Yersinia pestis Nepal516, complete genome
"
486410,242390096,AP010935.1,"Streptococcus dysgalactiae subsp. equisimilis GGS_124 DNA, complete genome
"
644966,315590829,CP002344.1,"Thermaerobacter marianensis DSM 12885, complete genome
"
589873,666080709,PRJNA246143,"Alteromonas australica strain H 17, complete genome
"
289380,110681940,CP000312.1,"Clostridium perfringens SM101, complete genome
"
1105098,380756967,LANL,"Rickettsia prowazekii str. GvV257, complete genome
"
196600,37509038,BA000038.2,"Vibrio vulnificus YJ016 DNA, chromosome II, complete sequence
"
1313,745811785,CP007593.1,"Streptococcus pneumoniae strain NT_110_58, complete genome
"
1401325,686511930,PRJNA219465,"Ornithobacterium rhinotracheale ORT-UMN 88, complete genome
"
1276220,525040344,CP005074.1,"Spiroplasma taiwanense CT-1, complete genome
"
697329,315447000,CP002403.1,"Ruminococcus albus 7, complete genome
"
146891,123197646,jcventer,"Prochlorococcus marinus str. AS9601, complete genome
"
282459,49243355,BX571857.1,"Staphylococcus aureus strain MSSA476, complete genome
"
1322246,451894361,FO203427.1,"Desulfovibrio piezophilus C1TLV30 complete genome
"
1396,753358513,LANL,"Bacillus cereus strain FM1, complete genome
"
483219,337255776,LILABSDU,"Myxococcus fulvus HW-1, complete genome
"
72407,674133359,CP009208.1,"Klebsiella pneumoniae subsp. pneumoniae strain ATCC 43816 KPPR1, complete genome
"
1007871,527133785,OSUcgrb,"Chlamydia trachomatis RC-J/971, complete genome
"
1440052,569535620,CP007025.1,"Escherichia albertii KF1, complete genome
"
743720,333113473,CP002727.1,"Pseudomonas fulva 12-X, complete genome
"
595494,237499037,CP001616.1,"Tolumonas auensis DSM 9187, complete genome
"
476213,224466365,CP000857.1,"Salmonella enterica subsp. enterica serovar Paratyphi C strain RKS4594, complete genome
"
1295010,612154262,unott,"Campylobacter jejuni subsp. jejuni R14, complete genome
"
1234679,508078748,HE999757.2,"Carnobacterium maltaromaticum LMA28 complete genome
"
2098,765099767,PRJNA46877,"Mycoplasma hominis strain AF1, complete genome
"
91891,395125967,FQ958210.1,"Legionella pneumophila subsp. pneumophila str. Lorraine chromosome, complete genome
"
225849,212554395,CP000472.1,"Shewanella piezotolerans WP3, complete genome
"
679895,682117612,CP009273.1,"Escherichia coli BW25113, complete genome
"
509170,169150821,CU468230.2,"Acinetobacter baumannii SDF, complete genome
"
903814,358443906,CP002273.2,"Eubacterium limosum KIST612, complete genome
"
748449,433669223,CP003359.1,"Halobacteroides halobius DSM 5150, complete genome
"
1004785,407247409,UMH,"Alteromonas macleodii str. 'Black Sea 11', complete genome
"
363253,94730694,AM180252.1,"Lawsonia intracellularis PHE/MN1-00
"
856793,347589306,CP002382.1,"Micavibrio aeruginosavorus ARL-13, complete genome
"
1193807,452109904,CP004079.1,"Dehalococcoides mccartyi DCMB5, complete genome
"
272623,13400022,AE005176.1,"Lactococcus lactis subsp. lactis Il1403, complete genome
"
391595,338755570,CP002623.1,"Roseobacter litoralis Och 149, complete genome
"
572547,293615995,CP001997.1,"Aminobacterium colombiense DSM 12261, complete genome
"
889932,308044682,CP002222.1,"Lactobacillus plantarum subsp. plantarum ST-III, complete genome
"
85962,6626253,AE000511.1,"Helicobacter pylori 26695, complete genome
"
28031,756118028,PRJNA253769,"Lysinibacillus fusiformis strain RB-21, complete genome
"
1159202,400275982,CP003511.1,"Mycoplasma gallisepticum NC06_2006.080-5-2P, complete genome
"
1279007,927226644,PRJNA185335,"Pseudomonas aeruginosa PA1, complete genome
"
481805,169752989,CP000946.1,"Escherichia coli ATCC 8739, complete genome
"
1051074,339277069,FR875178.1,"Streptococcus thermophilus JIM 8232 complete genome
"
362242,118568029,CP000325.1,"Mycobacterium ulcerans Agy99, complete genome
"
381754,150958624,CP000744.1,"Pseudomonas aeruginosa PA7, complete genome
"
512564,291599850,CP001991.1,"Mycoplasma crocodyli MP145, complete genome
"
1133592,442739096,CP003263.1,"Candidatus Uzinura diaspidicola str. ASNER, complete genome
"
1155084,384229115,CP003045.1,"Staphylococcus aureus subsp. aureus 71193, complete genome
"
287,685837395,AP014646.1,"Pseudomonas aeruginosa DNA, complete genome, strain: NCGM 1984
"
160490,602625715,AE004092.2,"Streptococcus pyogenes M1 GAS, complete genome
"
1144275,380727201,CP003389.1,"Corallococcus coralloides DSM 2259, complete genome
"
329726,158303474,CP000828.1,"Acaryochloris marina MBIC11017, complete genome
"
1234368,545578565,CP004034.1,"Chlamydia pecorum W73, complete genome
"
937773,317160986,CP002439.1,"Staphylococcus pseudintermedius HKU10-03, complete genome
"
1412595,995901180,PRJNA219482,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121178, complete genome
"
1075399,358376884,CP003015.1,"Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu, complete genome
"
525903,269099254,CP001818.1,"Thermanaerovibrio acidaminovorans DSM 6589, complete genome
"
627192,345135066,AP012222.1,"Sphingobium sp. SYK-6 DNA, complete genome
"
1150475,452078322,HF563562.1,"Bacillus amyloliquefaciens subsp. plantarum UCMB5036 complete genome
"
527023,238631955,"CM000751.1 Bacillus thuringiensis serovar kurstaki str. T03a001 chromosome, whole genome shotgun sequence
","Bacillus thuringiensis serovar kurstaki str. T03a001 chromosome, whole genome shotgun sequence
"
1356852,670934364,PRJNA210966,"Hymenobacter sp. APR13, complete genome
"
1042417,430780086,CORNELL,"Brachyspira pilosicoli P43/6/78, complete genome
"
340,167731156,AM920689.1,"Xanthomonas campestris pv. campestris complete genome, strain B100
"
40754,686203164,AP014633.1,"Thioploca ingrica DNA, complete genome
"
1234378,441492708,CP004029.1,"Lawsonia intracellularis N343, complete genome
"
754476,757399687,CP003390.2,"Methylophaga nitratireducenticrescens strain JAM1, complete genome
"
1385940,585129876,CP006713.1,"Bifidobacterium breve JCM 7019, complete genome
"
300268,81244029,CP000036.1,"Shigella boydii Sb227, complete genome
"
1114967,365740656,BAYGEN,"Propionibacterium acnes TypeIA2 P.acn17, complete genome
"
1293501,664618010,LK937696.1,"Coxiella burnetii Z3055 complete genome
"
86662,719642273,CP009746.1,"Bacillus weihenstephanensis strain WSBC 10204, complete genome
"
243275,41821838,AE017226.1,"Treponema denticola ATCC 35405, complete genome
"
234831,315013624,CP001796.1,"Pseudoalteromonas sp. SM9913 chromosome I, complete sequence
"
1412478,1002725832,PRJNA219482,"Salmonella enterica subsp. enterica serovar Enteritidis str. SA20084824 genome
"
508767,188497817,CP001078.1,"Clostridium botulinum E3 str. Alaska E43, complete genome
"
353496,325124855,CP000156.1,"Lactobacillus delbrueckii subsp. bulgaricus 2038, complete genome
"
583346,219567067,AP009049.1,"Clostridium kluyveri NBRC 12016 DNA, complete genome
"
767468,749389291,CP005942.2,"Lactobacillus plantarum subsp. plantarum P-8, complete genome
"
1280,743624649,CP010299.1,"Staphylococcus aureus strain 25b_MRSA, complete genome
"
103690,47118302,BA000019.2,"Nostoc sp. PCC 7120 DNA, complete genome
"
373994,427368660,CP003549.1,"Rivularia sp. PCC 7116, complete genome
"
208439,667678325,CeBiTec,"Amycolatopsis japonica strain MG417-CF17, complete genome
"
1244112,602817697,PHAC-LFZ,"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20110358, complete genome
"
1276258,562817810,CP006682.1,"Spiroplasma apis B31, complete genome
"
637905,293325240,AP011177.1,"Shewanella violacea DSS12 DNA, complete genome
"
1035377,755404263,LANL,"Yersinia pestis A1122, complete genome
"
526978,238631930,"CM000726.1 Bacillus cereus BDRD-Cer4 chromosome, whole genome shotgun sequence
","Bacillus cereus BDRD-Cer4 chromosome, whole genome shotgun sequence
"
29485,755391802,LANL,"Yersinia rohdei strain YRA, complete genome
"
412418,201084691,CP000993.1,"Borrelia recurrentis A1, complete genome
"
360104,157101370,CP000792.1,"Campylobacter concisus 13826, complete genome
"
359391,82939231,AM040265.1,"Brucella melitensis biovar Abortus 2308 chromosome II, complete sequence, strain 2308
"
474186,327533853,CP002621.1,"Enterococcus faecalis OG1RF, complete genome
"
90371,618631222,PRJNA242139,"Salmonella enterica subsp. enterica serovar Typhimurium strain 138736, complete genome
"
405534,217062892,CP001177.1,"Bacillus cereus AH187, complete genome
"
985081,325996870,CP002571.1,"Helicobacter pylori 2017, complete genome
"
979556,323272819,AP012052.1,"Microbacterium testaceum StLB037 DNA, complete genome
"
1639,523836572,PRJNA203445,"Listeria monocytogenes strain C1-387, complete genome
"
885275,355423321,CP002212.1,"Escherichia coli str. 'clone D i14', complete genome
"
272622,116106497,CP000425.1,"Lactococcus lactis subsp. cremoris SK11, complete genome
"
1124991,455418716,CP004345.1,"Morganella morganii subsp. morganii KT, complete genome
"
300852,55771382,AP008226.1,"Thermus thermophilus HB8 genomic DNA, complete genome
"
298653,158107272,CP000820.1,"Frankia sp. EAN1pec, complete genome
"
234831,315016703,CP001797.1,"Pseudoalteromonas sp. SM9913 chromosome II, complete sequence
"
216592,284919779,FN554766.1,"Escherichia coli 042 complete genome
"
290340,119947346,CP000474.1,"Arthrobacter aurescens TC1, complete genome
"
1029825,349744168,CP002932.1,"Brucella melitensis NI chromosome II, complete sequence
"
813,806977522,PRJNA266926,"Chlamydia trachomatis strain L2b/CS784/08, complete genome
"
83331,50952454,AE000516.2,"Mycobacterium tuberculosis CDC1551, complete genome
"
405948,133909243,AM420293.1,"Saccharopolyspora erythraea NRRL2338 complete genome
"
634455,256641349,AP011142.1,"Acetobacter pasteurianus IFO 3283-22 DNA, complete genome
"
1286171,595611723,CP007452.1,"Eubacterium acidaminophilum DSM 3953, complete genome
"
543728,239804838,CP001636.1,"Variovorax paradoxus S110 chromosome 2, complete sequence
"
362257,751387084,PRJNA244969,"Streptomyces vietnamensis strain GIM4.0001, complete genome
"
149539,682089197,CP009083.1,"Salmonella enterica subsp. enterica serovar Enteritidis strain OLF-SE1-1019-1, complete genome
"
525904,269788783,CP001825.1,"Thermobaculum terrenum ATCC BAA-798 chromosome 1, complete sequence
"
226185,29350190,AE016830.1,"Enterococcus faecalis V583, complete genome
"
454169,194405610,CP001120.1,"Salmonella enterica subsp. enterica serovar Heidelberg str. SL476, complete genome
"
161896,814959630,PRJNA276036CeBiTec,"Corynebacterium camporealensis strain DSM 44610, complete genome
"
655816,305410941,BGSC,"Bacillus subtilis subsp. spizizenii str. W23, complete genome
"
336810,591396325,CP007234.1,"Candidatus Sulcia muelleri strain TETUND, complete genome
"
392021,157800343,uianeuro,"Rickettsia rickettsii str. 'Sheila Smith', complete genome
"
413999,148287495,AM412317.1,"Clostridium botulinum A str. ATCC 3502 complete genome
"
404380,197085762,CP001124.1,"Geobacter bemidjiensis Bem, complete genome
"
1413214,595631474,CP006872.1,"Paenibacillus polymyxa SQR-21, complete genome
"
246200,564474190,CP000031.2,"Ruegeria pomeroyi DSS-3, complete genome
"
155864,667689599,CP008957.1,"Escherichia coli O157:H7 str. EDL933, complete genome
"
1385720,589071344,PRJNA215043,"Campylobacter jejuni subsp. jejuni NCTC 11168-K12E5, complete genome
"
1234365,409894893,Ripcm,"Helicobacter pylori Rif1, complete genome
"
1072459,349736152,CP003034.1,"Escherichia coli O7:K1 str. CE10, complete genome
"
903503,338172273,CP002243.1,"Candidatus Moranella endobia PCIT, complete genome
"
43989,171701134,CP000807.1,"Cyanothece sp. ATCC 51142 linear chromosome, complete sequence
"
